표준 성분명,표준 영문명
엘더열매추출물,Sambucus Nigra Fruit Extract
엘더열매즙,Sambucus Nigra Fruit Juice
엘더오일,Sambucus Nigra Oil
엘더씨오일,Sambucus Nigra Seed Oil
블랙엘더베리왁스,Sambucus Nigra Wax
말오줌나무잎/줄기추출물,Sambucus Sieboldiana Leaf/Stem Extract
딱총나무피토플라센타추출물,Sambucus Williamsii Phytoplacenta Extract
딱총나무줄기추출물,Sambucus Williamsii Stem Extract
모래,Sand
상귀나리아가루,Sanguinaria Canadensis Powder
상귀나리아뿌리줄기/뿌리추출물,Sanguinaria Canadensis Rhizome/Root Extract
상귀나리아뿌리추출물,Sanguinaria Canadensis Root Extract
오이풀뿌리/줄기가루,Sanguisorba Officinalis Root/Stalk Powder
참반디추출물,Sanicula Europaea Extract
상아산세베리아추출물,Sansevieria stuckyi Extract
상아산세베리아수,Sansevieria stuckyi Water
복륜산산세비에리아잎추출물,Sansevieria Trifasciata Leaf Extract
콴동열매추출물,Santalum Acuminatum Fruit Extract
단향,Santalum Album (Sandalwood)
단향추출물,Santalum Album (Sandalwood) Extract
단향오일,Santalum Album (Sandalwood) Oil
단향씨추출물,Santalum Album (Sandalwood) Seed Extract
단향씨오일,Santalum Album (Sandalwood) Seed Oil
단향목부추출물,Santalum Album (Sandalwood) Wood Extract
단향목부가루,Santalum Album (Sandalwood) Wood Powder
샌들우드오일,Santalum Austrocaledonicum Wood Oil
샌들우드목부수,Santalum Austrocaledonicum Wood Water
마운틴산달우드목부오일,Santalum Paniculatum Wood Oil
웨스트오스트레일리아산달우드씨오일,Santalum Spicatum Seed Oil
코튼라벤더추출물,Santolina Chamaecyparissus Extract
에스-아파민에스피,s-Apamin SP
사핀두스 에마르기나투스열매추출물,Sapindus Emarginatus Fruit Extract
무환자추출물,Sapindus Mukorossi Fruit Extract
무환자오일,Sapindus Mukorossi Fruit Oil
무환자열매가루,Sapindus Mukorossi Fruit Powder
무환자나무껍질추출물,Sapindus Mukorossi Peel Extract
무환자씨,Sapindus Mukorossi Seed
하와이안솝트리열매추출물,Sapindus Oahuensis Fruit Extract
사핀두스 라락열매추출물,Sapindus Rarak Fruit Extract
트리리프솝베리열매추출물,Sapindus Trifoliatus Fruit Extract
비누풀추출물,Saponaria Officinalis Extract
비누풀잎추출물,Saponaria Officinalis Leaf Extract
비누풀잎/뿌리추출물,Saponaria Officinalis Leaf/Root Extract
비누풀뿌리추출물,Saponaria Officinalis Root Extract
피그미핑크캘러스배양추출물,Saponaria Pumila Callus Culture Extract
사포닌,Saponins
방풍뿌리추출물,Saposhnikovia Divaricata Root Extract
사파이어추출물,Sapphire Extract
사파이어가루,Sapphire Powder
사르코디오테카 가우디카우디이추출물,Sarcodiotheca Gaudichaudii Extract
능이추출물,Sarcodon Aspratus Extract
사코신,Sarcosine
사르가숨 빈데리추출물,Sargassum Binderi Extract
사르가숨 필리펜둘라추출물,Sargassum Filipendula Extract
모자반추출물,Sargassum Fulvellum Extract
모자반가루,Sargassum Fulvellum Powder
괭생이모자반추출물,Sargassum Horneri Extract
큰열매모자반추출물,Sargassum Macrocarpum Extract
몽당잎모자반추출물,Sargassum Muticum Extract
알쏭이모자반추출물,Sargassum Pallidum Extract
톱니모자반추출물,Sargassum Serratifolium Extract
사르가숨 실리콰스트룸추출물,Sargassum Siliquastrum Extract
지충이추출물,Sargassum Thunbergii Extract
사르가숨 불가레추출물,Sargassum Vulgare Extract
양골담초추출물,Sarothamnus Scoparius Extract
섬조릿대수,Sasa Kurilensis Water
제주조릿대추출물,Sasa Quelpaertensis Extract
제주조릿대잎추출물,Sasa Quelpaertensis Leaf Extract
사사 세나넨시스잎추출물,Sasa Senanensis Leaf Extract
얼룩조릿대잎추출물,Sasa Veitchii Leaf Extract
사사프라스나무껍질추출물,Sassafras Officinale Bark Extract
사사프라스껍질/뿌리추출물,Sassafras Officinale Bark/Root Extract
사사프라스뿌리오일,Sassafras Officinale Root Oil
여름세이보리추출물,Satureja Hortensis Extract
여름세이보리잎추출물,Satureja Hortensis Leaf Extract
여름세이보리오일,Satureja Hortensis Oil
윈터세이보리추출물,Satureja Montana Extract
윈터세이보리오일,Satureja Montana Oil
삼백초추출물,Saururus Chinensis Extract
삼백초꽃추출물,Saururus Chinensis Flower Extract
삼백초잎/뿌리추출물,Saururus Chinensis Leaf/Root Extract
삼백초뿌리추출물,Saururus Chinensis Root Extract
삼백초/수크로오스발효추출물,Saururus Chinensis/Sucrose Ferment Extract
스노우로투스캘러스추출물,Saussurea Involucrata Callus Extract
스노우로투스추출물,Saussurea Involucrata Extract
당목향뿌리추출물,Saussurea Lappa Root Extract
당목향가루,Saussurea Lappa Root Powder
각시취잎추출물,Saussurea Pulchella Leaf Extract
오포시티폴리아범의귀추출물,Saxifraga Oppositifolia Extract
바위취추출물,Saxifraga Sarmentosa Extract
바위취잎가루,Saxifraga Stolonifera Leaf Powder
필드스캐비어스추출물,Scabiosa Arvensis Extract
스케네데스무스 데세르티콜라발효추출물,Scenedesmus Deserticola Ferment Extract
스케네데스무스 루베스켄스추출물,Scenedesmus Rubescens Extract
s-센티피드올리고펩타이드-1아마이드,s-Centipede Oligopeptide-1 Amide
스키마 왈리키이껍질추출물,Schima Wallichii Bark Extract
레드퀘브라초목부추출물,Schinopsis Quebracho-Colorado Wood Extract
페퍼트리열매추출물,Schinus Molle Fruit Extract
페퍼트리오일,Schinus Molle Oil
크리스마스베리트리열매추출물,Schinus Terebinthifolia Fruit Extract
크리스마스베리트리열매오일,Schinus Terebinthifolia Fruit Oil
크리스마스베리트리씨추출물,Schinus Terebinthifolia Seed Extract
크리스마스베리트리씨오일,Schinus Terebinthifolia Seed Oil
몽곤고커넬오일,Schinziophyton Rautanenii Kernel Oil
몽곤고커넬오일폴리글리세릴-6에스터즈,Schinziophyton Rautanenii Kernel Oil Polyglyceryl-6 Esters
오미자캘러스추출물,Schisandra Chinensis Callus Extract
오미자,Schisandra Chinensis Fruit
오미자추출물,Schisandra Chinensis Fruit Extract
오미자가루,Schisandra Chinensis Fruit Powder
오미자잎추출물,Schisandra Chinensis Leaf Extract
오미자피토플라센타추출물,Schisandra Chinensis Phytoplacenta Extract
오미자씨추출물,Schisandra Chinensis Seed Extract
스키잔드라 스페난테라열매추출물,Schizandra Sphenanthera Fruit Extract
형개추출물,Schizonepeta Tenuifolia Extract
시조필란,Schizophyllan
치마버섯발효여과물,Schizophyllum Commune (Mushroom) Ferment Filtrate
치마버섯균사체,Schizophyllum Commune Mycelium
치마버섯균사체발효여과추출물,Schizophyllum Commune Mycelium Ferment Filtrate Extract
치마버섯/천문동뿌리/콩배아발효여과추출물,Schizophyllum Commune/Asparagus Cochinchinensis Root/Soybean Germ Ferment Filtrate Extract
치마버섯/병풀잎발효여과추출물,Schizophyllum Commune/Centella Asiatica Leaf Ferment Filtrate Extract
치마버섯/귤껍질추출물발효여과물,Schizophyllum Commune/Citrus Unshiu Peel Extract Ferment Filtrate
치마버섯추출물,Schizophylum Commune (Mushroom) Extract
스키조사카로미세스발효추출여과물,Schizosaccharomyces Ferment Extract Filtrate
스키조사카로미세스발효여과물,Schizosaccharomyces Ferment Filtrate
스키조사카로미세스폼베추출물,Schizosaccharomyces Pombe Extract
스키조트릭스 칼키키올라추출물,Schizothrix Calcicola Extract
락트리씨오일,Schleichera Trijuga Seed Oil
금송가지/잎추출물,Sciadopitys Verticillata Branch/Leaf Extract
금송뿌리추출물,Sciadopitys Verticillata Root Extract
큰매자기뿌리줄기추출물,Scirpus Fluviatilis Rhizome Extract
스클라레올,Sclareol
스클라레올라이드,Sclareolide
마룰라캘러스추출물,Sclerocarya Birrea Callus Extract
마룰라열매추출물,Sclerocarya Birrea Fruit Extract
마룰라잎추출물,Sclerocarya Birrea Leaf Extract
마룰라씨버터,Sclerocarya Birrea Seed Butter
마룰라씨오일,Sclerocarya Birrea Seed Oil
스클레로튬검,Sclerotium Gum
에스-코코넛에이엠펩타이드1,s-Coconut Antimicrobial Peptide 1
브룸위드추출물,Scoparia Dulcis Extract
스코디닌,Scordinine
현삼추출물,Scrophularia Buergeriana Extract
현삼뿌리추출물,Scrophularia Buergeriana Root Extract
현삼뿌리가루,Scrophularia Buergeriana Root Powder
스크로폴라리아 노도사추출물,Scrophularia Nodosa Extract
고산골무꽃꽃/잎/줄기추출물,Scutellaria Alpina Flower/Leaf/Stem Extract
황금캘러스배양물,Scutellaria Baicalensis Callus Culture
황금전초추출물,Scutellaria Baicalensis Extract
황금추출물,Scutellaria Baicalensis Root Extract
황금가루,Scutellaria Baicalensis Root Powder
가는골무꽃추출물,Scutellaria Galericulata Extract
버지니안스컬캡추출물,Scutellaria Lateriflora Extract
버지니안스컬캡꽃가루,Scutellaria Lateriflora Flower Powder
변성알코올1,SD Alcohol 1
변성알코올23-A,SD Alcohol 23-A
변성알코올23-F,SD Alcohol 23-F
변성알코올23-H,SD Alcohol 23-H
변성알코올27-B,SD Alcohol 27-B
변성알코올30,SD Alcohol 30
변성알코올31-A,SD Alcohol 31-A
변성알코올36,SD Alcohol 36
변성알코올37,SD Alcohol 37
변성알코올38-B,SD Alcohol 38-B
변성알코올38-C,SD Alcohol 38-C
변성알코올38-D,SD Alcohol 38-D
변성알코올38-F,SD Alcohol 38-F
변성알코올39,SD Alcohol 39
변성알코올39-A,SD Alcohol 39-A
변성알코올39-B,SD Alcohol 39-B
변성알코올39-C,SD Alcohol 39-C
변성알코올39-D,SD Alcohol 39-D
변성알코올3-A,SD Alcohol 3-A
변성알코올3-B,SD Alcohol 3-B
변성알코올3-C,SD Alcohol 3-C
변성알코올40,SD Alcohol 40
변성알코올40-A,SD Alcohol 40-A
에스디알코올40-B,SD Alcohol 40-B
변성알코올40-C,SD Alcohol 40-C
변성알코올46,SD Alcohol 46
에스-디엔에이압타머-1,s-DNA Aptamer-1
에스-디엔에이압타머-2,S-DNA Aptamer-2
에스-디엔에이압타머-3,s-DNA Aptamer-3
에스-디엔에이압타머-4,s-DNA Aptamer-4
에스-디엔에이압타머-5,s-DNA Aptamer-5
말미잘자포,Sea Anemone Nematocyst
씨클레이추출물,Sea Clay Extract
해삼추출물,Sea Cucumber Extract
해삼가루,Sea Cucumber Powder
씨솔트,Sea Salt
씨솔트추출물,Sea Salt Extract
씨실트,Sea Silt
씨실트추출물,Sea Silt Extract
성게추출물,Sea Urchin Extract
해수,Sea Water
해수추출물,Sea Water Extract
채찍산호추출물,Sea Whip Extract
해마추출물,Seahorse Extract
세바식애씨드,Sebacic Acid
호밀부정근추출물,Secale Cereale (Rye) Adventitious Root Extract
호밀캘러스추출물,Secale Cereale (Rye) Callus Extract
호밀피토플라센타배양추출여과물,Secale Cereale (Rye) Phytoplacenta Culture Extract Filtrate
호밀추출물,Secale Cereale (Rye) Seed Extract
호밀씨가루,Secale Cereale (Rye) Seed Flour
Sec-부틸메타크릴레이트,sec-Butyl Methacrylate
샤요트열매추출물,Sechium Edule Fruit Extract
샤요트열매즙,Sechium Edule Fruit Juice
아크레세덤추출물,Sedum Acre Extract
기린초캘러스배양추출물,Sedum Kamtschaticum Callus Culture Extract
자주꿩의비름추출물,Sedum Purpureum Extract
돌꽃뿌리추출물,Sedum Rosea Root Extract
돌나물추출물,Sedum Sarmentosum Extract
부처손추출물,Selaginella Involvens Extract
로즈오브예리코추출물,Selaginella Lepidophylla Extract
바위손추출물,Selaginella Tamariscina Extract
옐로우피타야추출물,Selenicereus Megalanthus Fruit Extract
셀레늄아스팔테이트,Selenium Aspartate
개구리발톱뿌리추출물,Semiaquilegia Adoxoides Root Extract
텍토룸상록바위솔추출물,Sempervivum Tectorum Extract
개쑥갓추출물,Senecio Vulgaris Extract
석결명추출물,Senna Occidentalis Extract
세피아,Sepia
갑오징어추출물,Sepia Extract
세피올라이트,Sepiolite
세피올라이트추출물,Sepiolite Extract
코스탈레드우드잎세포추출물,Sequoia Sempervirens Leaf Cell Extract
세쿼이아줄기추출물,Sequoia Sempervirens Stem Extract
빅트리싹추출물,Sequoiadendron Giganteum Bud Extract
빅트리캘러스배양추출물,Sequoiadendron Giganteum Callus Culture Extract
빅트리줄기추출물,Sequoiadendron Giganteum Stem Extract
사발팜열매추출물,Serenoa Serrulata Fruit Extract
세리카,Serica
세리카추출물,Serica Extract
세리카가루,Serica Powder
세리신,Sericin
세리코사이드,Sericoside
세린,Serine
세랄리신,Serralysin
세럼알부민,Serum Albumin
세럼단백질,Serum Protein
참깨아미노산,Sesame Amino Acids
세사마이드디이에이,Sesamide DEA
세사미도프로필베타인,Sesamidopropyl Betaine
세사미도프로필다이메틸아민,Sesamidopropyl Dimethylamine
세사미도프로필아민옥사이드,Sesamidopropylamine Oxide
참깨분열조직세포배양추출물,Sesamum Indicum (Sesame) Meristem Cell Culture Extract
참깨오일불검화물,Sesamum Indicum (Sesame) Oil Unsaponifiables
참깨,Sesamum Indicum (Sesame) Seed
참깨씨버터,Sesamum Indicum (Sesame) Seed Butter
검은깨추출물,Sesamum Indicum (Sesame) Seed Extract
참깨추출물,Sesamum Indicum (Sesame) Seed Extract
참깨오일,Sesamum Indicum (Sesame) Seed Oil
검은깨가루,Sesamum Indicum (Sesame) Seed Powder
참깨가루,Sesamum Indicum (Sesame) Seed Powder
참깨씨드케이크추출물,Sesamum Indicum (Sesame) Seedcake Extract
참깨싹추출물,Sesamum Indicum (Sesame) Sprout Extract
스칼렛위스테리아트리꽃추출물,Sesbania Grandiflora Flower Extract
세스퀴에톡시트라이에탄올아민,Sesquiethoxytriethanolamine
세스퀴옥틸도데실라우로일글루타메이트,Sesquioctyldodecyl Lauroyl Glutamate
조추출물,Setaria Italica Seed Extract
강아지풀추출물,Setaria Viridis Extract
강아지풀잎추출물,Setaria Viridis Leaf Extract
셰일추출물,Shale Extract
상어지느러미추출물,Shark Fin Extract
상어간오일,Shark Liver Oil
에스에이치-데카펩타이드-1에스에이치-올리고펩타이드-2,sh-Decapeptide-1 sh-Oligopeptide-2
에스에이치-데카펩타이드-1에스에이치-올리고펩타이드-4,sh-Decapeptide-1 sh-Oligopeptide-4
에스에이치-데카펩타이드-1에스에이치-폴리펩타이드-1,sh-Decapeptide-1 sh-Polypeptide-1
에스에이치-데카펩타이드-1에스에이치-폴리펩타이드-11,sh-Decapeptide-1 sh-Polypeptide-11
에스에이치-데카펩타이드-1에스에이치-폴리펩타이드-2,sh-Decapeptide-1 sh-Polypeptide-2
에스에이치-데카펩타이드-1에스에이치-폴리펩타이드-9,sh-Decapeptide-1 sh-Polypeptide-9
에스에이치-데카펩타이드-1에스알-파인애플줄기브로멜라인,sh-Decapeptide-1 sr-Pineapple Stem Bromelain
에스에이치-데카펩타이드-13,sh-Decapeptide-13
에스에이치-데카펩타이드-2,sh-Decapeptide-2
에스에이치-데카펩타이드-3,sh-Decapeptide-3
에스에이치-데카펩타이드-3아마이드,sh-Decapeptide-3 Amide
에스에이치-데카펩타이드-7,sh-Decapeptide-7
에스에이치-데카펩타이드-9,sh-Decapeptide-9
시어버터데실에스터,Shea Butter Decyl Esters
시어버터에틸에스터,Shea Butter Ethyl Esters
시어버터글리세레스-8에스터,Shea Butter Glycereth-8 Esters
시어버터글리세라이즈,Shea Butter Glycerides
시어버터폴리글리세릴-6에스터,Shea Butter Polyglyceryl-6 Esters
시어버터아미도프로필베타인,Shea Butteramidopropyl Betaine
양지방기질세포배양액,Sheep Adipose Stromal Cell Conditioned Media
양유,Sheep Milk
쉘락,Shellac
쉘락세라,Shellac Cera
쉘락왁스,Shellac Wax
에스에이치-헵타펩타이드-18,sh-Heptapeptide-18
에스에이치-헵타펩타이드-3,sh-Heptapeptide-3
에스에이치-헵타펩타이드-9에스피,sh-Heptapeptide-9 SP
에스에이치-헥사펩타이드-6에스피아마이드,sh-Hexapeptide-6 SP Amide
시키믹애씨드,Shikimic Acid
시키모일헥사펩타이드-48,Shikimoyl Hexapeptide-48
시키모일노나펩타이드-11,Shikimoyl Nonapeptide-11
시키모일펜타펩타이드-33,Shikimoyl Pentapeptide-33
시키모일에스에이치-노나펩타이드-12,Shikimoyl sh-Nonapeptide-12
시키모일에스에이치-펜타펩타이드-5,Shikimoyl sh-Pentapeptide-5
시노린,Shinorine
에스-에이치아이브이-1올리고펩타이드-1,s-HIV-1 Oligopeptide-1
에스-에이치아이브이-1올리고펩타이드-2에스피,s-HIV-1 Oligopeptide-2 SP
에스-에이치아이브이-1올리고펩타이드-3에스피,s-HIV-1 Oligopeptide-3 SP
에스-에이치아이브이-1올리고펩타이드-4에스피,s-HIV-1 Oligopeptide-4 SP
에스-에이치아이브이-1올리고펩타이드-6에스에이치-올리고 펩타이드-1에스피,s-HIV-1 Oligopeptide-6 sh-Oligopeptide-1 SP
에스-에이치아이브이-1올리고펩타이드-7에스에이치-헵타펩 타이드-18에스피,s-HIV-1 Oligopeptide-7 sh-Heptapeptide-18 SP
에스-에이치아이브이-1올리고펩타이드-7에스에이치-올리고 펩타이드-1에스피,s-HIV-1 Oligopeptide-7 sh-Oligopeptide-1 SP
에스에이치-노나펩타이드-2,sh-Nonapeptide-2
에스에이치-노나펩타이드-3,sh-Nonapeptide-3
에스에이치-노나펩타이드-8에스피,sh-Nonapeptide-8 SP
에스에이치-옥타펩타이드-16,sh-Octapeptide-16
에스에이치-옥타펩타이드-4,sh-Octapeptide-4
에스에이치-옥타펩타이드-6에스피,sh-Octapeptide-6 SP
에스에이치-올리고펩타이드-1,sh-Oligopeptide-1
에스에이치-올리고펩타이드-1알라닐에스알-거미올리고펩타 이드-1,sh-Oligopeptide-1 Alanyl sr-Spider Oligopeptide-1
에스에이치-올리고펩타이드-1노나펩타이드-29,sh-Oligopeptide-1 Nonapeptide-29
에스에이치-올리고펩타이드-1에스에이치-폴리펩타이드-7다 이펩타이드-19,sh-Oligopeptide-1 sh-Polypeptide-7 Dipeptide-19
에스에이치-올리고펩타이드-1에스에이치-폴리펩타이드-94다 이펩타이드-35에스에이치-폴리펩타이드-94에스에이치-폴리 펩타이드-95,sh-Oligopeptide-1 sh-Polypeptide-94 Dipeptide-35 sh- Polypeptide-94 sh-Polypeptide-95
에스에이치-올리고펩타이드-1에스알-이집트전갈올리고펩타 이드-1,sh-Oligopeptide-1 sr-Egyptian Scorpion Oligopeptide-1
에스에이치-올리고펩타이드-1에스알-오션파우트올리고펩타 이드-1다이펩타이드-39,sh-Oligopeptide-1 sr-Ocean Pout Oligopeptide-1 Dipeptide-39
에스에이치-올리고펩타이드-1에스알-삼세기폴리펩타이드-1,sh-Oligopeptide-1 sr-Sea Raven Polypeptide-1
에스에이치-올리고펩타이드-1트라이펩타이드-58헥사펩타이 드-40데카펩타이드-41에스알-거미폴리펩타이드-3,sh-Oligopeptide-1 Tripeptide-58 Hexapeptide-40 Decapeptide-41 sr-Spider Polypeptide-3
에스에이치-올리고펩타이드-10,sh-Oligopeptide-10
에스에이치-올리고펩타이드-102에스피,sh-Oligopeptide-102 SP
에스에이치-올리고펩타이드-103에스피,sh-Oligopeptide-103 SP
에스에이치-올리고펩타이드-11,sh-Oligopeptide-11
에스에이치-올리고펩타이드-12,sh-Oligopeptide-12
에스에이치-올리고펩타이드-13,sh-Oligopeptide-13
에스에이치-올리고펩타이드-14,sh-Oligopeptide-14
에스에이치-올리고펩타이드-15,sh-Oligopeptide-15
에스에이치-올리고펩타이드-16,sh-Oligopeptide-16
에스에이치-올리고펩타이드-17에스피,sh-Oligopeptide-17 SP
에스에이치-올리고펩타이드-18에스피,sh-Oligopeptide-18 SP
에스에이치-올리고펩타이드-19에스피,sh-Oligopeptide-19 SP
에스에이치-올리고펩타이드-2,sh-Oligopeptide-2
에스에이치-올리고펩타이드-20에스피,sh-Oligopeptide-20 SP
에스에이치-올리고펩타이드-21에스피,sh-Oligopeptide-21 SP
에스에이치-올리고펩타이드-22에스피,sh-Oligopeptide-22 SP
에스에이치-올리고펩타이드-23에스피,sh-Oligopeptide-23 SP
에스에이치-올리고펩타이드-24에스피,sh-Oligopeptide-24 SP
에스에이치-올리고펩타이드-25에스피,sh-Oligopeptide-25 SP
에스에이치-올리고펩타이드-33,sh-Oligopeptide-33
에스에이치-올리고펩타이드-4,sh-Oligopeptide-4
에스에이치-올리고펩타이드-5,sh-Oligopeptide-5
에스에이치-올리고펩타이드-5에스피,sh-Oligopeptide-5 SP
에스에이치-올리고펩타이드-6,sh-Oligopeptide-6
에스에이치-올리고펩타이드-7,sh-Oligopeptide-7
에스에이치-올리고펩타이드-71,sh-Oligopeptide-71
에스에이치-올리고펩타이드-72,sh-Oligopeptide-72
에스에이치-올리고펩타이드-73아마이드아세테이트,sh-Oligopeptide-73 Amide Acetate
에스에이치-올리고펩타이드-73아마이드트라이플루오로아세 테이트,sh-Oligopeptide-73 Amide Trifluoroacetate
에스에이치-올리고펩타이드-74,sh-Oligopeptide-74
에스에이치-올리고펩타이드-8,sh-Oligopeptide-8
에스에이치-올리고펩타이드-83에스피,sh-Oligopeptide-83 SP
에스에이치-올리고펩타이드-84,sh-Oligopeptide-84
에스에이치-올리고펩타이드-9,sh-Oligopeptide-9
에스에이치-올리고펩타이드-91에스피,sh-Oligopeptide-91 SP
에스에이치-올리고펩타이드-96에스피,sh-Oligopeptide-96 SP
사라수나무잎추출물,Shorea Robusta Leaf Extract
사라수나무수지,Shorea Robusta Resin
사라수씨버터,Shorea Robusta Seed Butter
보르네오탈로우씨버터,Shorea Stenoptera Seed Butter
에스에이치-펜타펩타이드-1,sh-Pentapeptide-1
에스에이치-펜타펩타이드-12에스피,sh-Pentapeptide-12 SP
에스에이치-펜타펩타이드-19,sh-Pentapeptide-19
에스에이치-펜타펩타이드-2,sh-Pentapeptide-2
에스에이치-펜타펩타이드-3,sh-pentapeptide-3
에스에이치-펜타펩타이드-40,sh-Pentapeptide-40
에스에이치-펜타펩타이드-5,sh-Pentapeptide-5
에스에이치-펜타펩타이드-5트라이펩타이드-35,sh-Pentapeptide-5 Tripeptide-35
에스에이치-펜타펩타이드-6에스피,sh-Pentapeptide-6 SP
에스에이치-펜타펩타이드-6에스피아마이드,sh-Pentapeptide-6 SP Amide
에스에이치-펜타펩타이드-8,sh-Pentapeptide-8
에스에이치-펜타펩타이드-9,sh-Pentapeptide-9
에스에이치-폴리펩타이드-1,sh-Polypeptide-1
에스에이치-폴리펩타이드-1노나펩타이드-29,sh-Polypeptide-1 Nonapeptide-29
에스에이치-폴리펩타이드-10,sh-Polypeptide-10
에스에이치-폴리펩타이드-102,sh-Polypeptide-102
에스에이치-폴리펩타이드-103,sh-Polypeptide-103
에스에이치-폴리펩타이드-109,sh-Polypeptide-109
에스에이치-폴리펩타이드-11,sh-Polypeptide-11
"에스에이치-폴리펩타이드-11다이펩타이드-35올리고펩타이드
-91다이펩타이드-19헥사펩타이드-40",sh-Polypeptide-11 Dipeptide-35 Oligopeptide-91 Dipeptide- 19 Hexapeptide-40
에스에이치-폴리펩타이드-110,sh-Polypeptide-110
에스에이치-폴리펩타이드-121,sh-Polypeptide-121
에스에이치-폴리펩타이드-123,sh-Polypeptide-123
에스에이치-폴리펩타이드-127,sh-Polypeptide-127
에스에이치-폴리펩타이드-128,sh-Polypeptide-128
에스에이치-폴리펩타이드-13,sh-Polypeptide-13
에스에이치-폴리펩타이드-14,sh-Polypeptide-14
에스에이치-폴리펩타이드-15,sh-Polypeptide-15
에스에이치-폴리펩타이드-16,sh-Polypeptide-16
에스에이치-폴리펩타이드-17,sh-Polypeptide-17
에스에이치-폴리펩타이드-18,sh-Polypeptide-18
에스에이치-폴리펩타이드-19,sh-Polypeptide-19
에스에이치-폴리펩타이드-2,sh-Polypeptide-2
에스에이치-폴리펩타이드-2에스알-이집트전갈올리고펩타이 드-1,sh-Polypeptide-2 sr-Egyptian Scorpion Oligopeptide-1
에스에이치-폴리펩타이드-22,sh-Polypeptide-22
에스에이치-폴리펩타이드-25,sh-Polypeptide-25
에스에이치-폴리펩타이드-26,sh-Polypeptide-26
에스에이치-폴리펩타이드-28,sh-Polypeptide-28
에스에이치-폴리펩타이드-29,sh-Polypeptide-29
에스에이치-폴리펩타이드-3,sh-Polypeptide-3
에스에이치-폴리펩타이드-31,sh-Polypeptide-31
에스에이치-폴리펩타이드-33,sh-Polypeptide-33
에스에이치-폴리펩타이드-34,sh-Polypeptide-34
에스에이치-폴리펩타이드-35,sh-Polypeptide-35
에스에이치-폴리펩타이드-36,sh-Polypeptide-36
에스에이치-폴리펩타이드-37,sh-Polypeptide-37
에스에이치-폴리펩타이드-38,sh-Polypeptide-38
에스에이치-폴리펩타이드-39,sh-Polypeptide-39
에스에이치-폴리펩타이드-4,sh-Polypeptide-4
에스에이치-폴리펩타이드-40,sh-Polypeptide-40
에스에이치-폴리펩타이드-41,sh-Polypeptide-41
에스에이치-폴리펩타이드-42,sh-Polypeptide-42
에스에이치-폴리펩타이드-43,sh-Polypeptide-43
에스에이치-폴리펩타이드-44,sh-Polypeptide-44
에스에이치-폴리펩타이드-45,sh-Polypeptide-45
에스에이치-폴리펩타이드-46,sh-Polypeptide-46
에스에이치-폴리펩타이드-5,sh-Polypeptide-5
에스에이치-폴리펩타이드-50에스에이치-폴리펩타이드-56,sh-Polypeptide-50 sh-Polypeptide-56
에스에이치-폴리펩타이드-51,sh-Polypeptide-51
에스에이치-폴리펩타이드-53,sh-Polypeptide-53
에스에이치-폴리펩타이드-54,sh-Polypeptide-54
에스에이치-폴리펩타이드-55,sh-Polypeptide-55
에스에이치-폴리펩타이드-56,sh-Polypeptide-56
에스에이치-폴리펩타이드-56트라이펩타이드-44 알에이치-폴 리펩타이드-7,sh-Polypeptide-56 Tripeptide-44 rh-Polypeptide-7
에스에이치-폴리펩타이드-56트라이펩타이드-44 에스에이치- 올리고펩타이드-1,sh-Polypeptide-56 Tripeptide-44 sh-Oligopeptide-1
에스에이치-폴리펩타이드-58,sh-Polypeptide-58
에스에이치-폴리펩타이드-59,sh-Polypeptide-59
에스에이치-폴리펩타이드-6,sh-Polypeptide-6
에스에이치-폴리펩타이드-60,sh-Polypeptide-60
에스에이치-폴리펩타이드-62,sh-Polypeptide-62
에스에이치-폴리펩타이드-64,sh-Polypeptide-64
에스에이치-폴리펩타이드-66,sh-Polypeptide-66
에스에이치-폴리펩타이드-67,sh-Polypeptide-67
에스에이치-폴리펩타이드-69,sh-Polypeptide-69
에스에이치-폴리펩타이드-7,sh-Polypeptide-7
에스에이치-폴리펩타이드-7에스에이치-올리고펩타이드-1,sh-Polypeptide-7 sh-Oligopeptide-1
에스에이치-폴리펩타이드-7에스에이치-폴리펩타이드-94에스 에이치-폴리펩타이드-95,sh-Polypeptide-7 sh-Polypeptide-94 sh-Polypeptide-95
에스에이치-폴리펩타이드-70,sh-Polypeptide-70
에스에이치-폴리펩타이드-71,sh-Polypeptide-71
에스에이치-폴리펩타이드-72,sh-Polypeptide-72
에스에이치-폴리펩타이드-73,sh-Polypeptide-73
에스에이치-폴리펩타이드-74,sh-Polypeptide-74
에스에이치-폴리펩타이드-76,sh-Polypeptide-76
에스에이치-폴리펩타이드-78,sh-Polypeptide-78
에스에이치-폴리펩타이드-8,sh-Polypeptide-8
에스에이치-폴리펩타이드-80,sh-Polypeptide-80
에스에이치-폴리펩타이드-81,sh-Polypeptide-81
에스에이치-폴리펩타이드-85,sh-Polypeptide-85
에스에이치-폴리펩타이드-89,sh-Polypeptide-89
에스에이치-폴리펩타이드-9,sh-Polypeptide-9
에스에이치-폴리펩타이드-90,sh-Polypeptide-90
에스에이치-폴리펩타이드-91,sh-Polypeptide-91
에스에이치-폴리펩타이드-92,sh-Polypeptide-92
에스에이치-폴리펩타이드-97,sh-Polypeptide-97
새우추출물,Shrimp Extract
시아릴락토오스,Sialyllactose
컨트리말로우뿌리추출물,Sida Cordifolia Root Extract
